xbar_size,adc_choice,dac_choice,pe_num,tile_connection,inter_tile_bw,intra_tile_bw,run_accuracy,enable_saf,enable_variation,enable_rratio,fixed_qrange,latency_ns,energy_nj,area_um2,power_w,accuracy,run_id,trial_dir,algo,seed,eval_index,phase,elapsed_s,is_pareto,nn,dataset_module,weights_path,base_config_path,device,dataset_signature
256x256,6,2,2x2,2,80,512,0,1,0,0,0,4159425.053915906,2911707.225850988,1390358360.9669135,220.3439992775082,,run_20260408_190010,random_seed44,random,44,8,random,2.677922248840332,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,7,4,8x8,3,80,1024,0,1,0,0,0,25945608.200170036,5586894.207144911,2062454952.496916,49.402941024941065,,run_20260408_190010,random_seed44,random,44,9,random,2.85396409034729,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,1,8x8,0,10,512,0,1,0,0,0,43604317.714852326,19111511.34162109,1887839826.6745892,246.8972587575972,,run_20260408_190010,random_seed44,random,44,10,random,2.947127103805542,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,8,1,4x4,3,40,512,0,1,0,0,0,12370527.014071278,2693906.9441276425,1152740818.1236033,26.90026133634462,,run_20260408_190010,random_seed44,random,44,11,random,3.095133066177368,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,1,2x2,3,80,2048,0,1,0,0,0,4408851.203493901,4448843.521209404,1390330993.5429137,219.72218327750815,,run_20260408_190010,random_seed44,random,44,12,random,2.755239963531494,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,2,8x8,3,10,2048,0,1,0,0,0,46092078.81423927,17253071.6397539,1887877903.090589,247.58197395759717,,run_20260408_190010,random_seed44,random,44,13,random,3.772955894470215,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,7,1,2x2,2,10,512,0,1,0,0,0,5949074.663010603,1084841.5460518848,884941383.1245514,36.10522648678249,,run_20260408_190010,random_seed44,random,44,14,random,1.998086929321289,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,7,4,8x8,1,10,2048,0,1,0,0,0,39410091.90501551,14010691.921595788,1624323961.586589,155.26274515759715,,run_20260408_190010,random_seed44,random,44,15,random,3.7229020595550537,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,1,4x4,2,10,512,0,1,0,0,0,14459505.782541726,1698550.3279874078,1004164538.11784,8.718316719206628,,run_20260408_190010,random_seed44,random,44,16,random,2.323110818862915,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,4,4x4,2,40,1024,0,1,0,0,0,16194489.92204522,2856008.628690927,1213695508.22984,66.08759987120662,,run_20260408_190010,random_seed44,random,44,17,random,2.447183132171631,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,3,4x4,3,20,1024,0,1,0,0,0,14104054.326732598,1693418.1621167667,1004227772.16584,9.946910319206626,,run_20260408_190010,random_seed44,random,44,18,random,2.8508808612823486,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,7,2,2x2,0,40,2048,0,1,0,0,0,4642292.343954902,1679778.188230988,1200764760.9669135,133.09151927750816,,run_20260408_190010,random_seed44,random,44,19,random,3.122359037399292,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,4,3,2x2,2,80,512,0,1,0,0,0,4507475.48298269,1035970.5633224761,893349238.2285513,60.20395128678248,,run_20260408_190010,random_seed44,random,44,20,random,2.53576397895813,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,4,1,2x2,3,80,2048,0,1,0,0,0,4408851.203493901,4448843.521209404,1213926513.5429137,219.72218327750815,,run_20260408_190010,random_seed44,random,44,21,random,2.849090099334717,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,7,4,8x8,1,20,512,0,1,0,0,0,26165544.87126388,5586894.207144911,2062454952.496916,49.402941024941065,,run_20260408_190010,random_seed44,random,44,22,random,3.939817190170288,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,3,4x4,1,80,2048,0,1,0,0,0,15845814.325560633,2837962.093420527,1213611196.1658404,64.44947507120662,,run_20260408_190010,random_seed44,random,44,23,random,2.985771894454956,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,8,4,8x8,2,10,512,0,1,0,0,0,34052773.249742076,11148534.397241248,1509865337.586589,35.008845925597164,,run_20260408_190010,random_seed44,random,44,24,random,4.025399684906006,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,2,8x8,2,80,2048,0,1,0,0,0,42165595.32333396,17253071.6397539,1887877903.090589,247.58197395759717,,run_20260408_190010,random_seed44,random,44,25,random,3.5410828590393066,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,2,8x8,2,20,2048,0,1,0,0,0,28962263.2426013,6853831.857660688,2344834175.536916,75.36158742494106,,run_20260408_190010,random_seed44,random,44,26,random,3.2600440979003906,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,3,8x8,2,10,1024,0,1,0,0,0,43917020.58763278,16326480.400301907,1887954055.922589,248.95140435759717,,run_20260408_190010,random_seed44,random,44,27,random,3.4513440132141113,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,4,3,2x2,2,80,512,0,1,0,0,0,4075756.733912071,2145356.7062805803,1214008615.8149135,221.58763127750822,,run_20260408_190010,random_seed44,random,44,28,random,2.6455743312835693,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,4,2,8x8,3,80,512,0,1,0,0,0,28759822.92502338,6853831.857660688,2081870975.5369163,75.36158742494106,,run_20260408_190010,random_seed44,random,44,29,random,3.329569101333618,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,8,3,4x4,3,20,1024,0,1,0,0,0,13548512.037242616,2684600.1489854166,1152827509.9636033,28.789296536344615,,run_20260408_190010,random_seed44,random,44,30,random,2.855668067932129,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,3,8x8,2,20,512,0,1,0,0,0,28886235.105638716,6494229.481494131,2344915767.856916,76.27499862494106,,run_20260408_190010,random_seed44,random,44,31,random,2.763822078704834,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,4,4x4,3,20,512,0,1,0,0,0,17307565.52552402,4946578.093523305,1440001019.0836034,229.3051367603446,,run_20260408_190010,random_seed44,random,44,32,random,3.047576904296875,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,3,8x8,3,10,1024,0,1,0,0,0,46040361.32217681,16326480.400301907,1887954055.922589,248.95140435759717,,run_20260408_190010,random_seed44,random,44,33,random,3.65625,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,7,3,8x8,1,20,2048,0,1,0,0,0,38639552.7050165,13994336.11682139,1624171655.9225888,152.52388435759715,,run_20260408_190010,random_seed44,random,44,34,random,3.157026767730713,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,3,2x2,1,80,512,0,1,0,0,0,4610985.482982667,1035970.5633224761,1005108598.2285513,60.20395128678248,,run_20260408_190010,random_seed44,random,44,35,random,2.1220619678497314,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,2,8x8,1,80,512,0,1,0,0,0,28643071.325022746,6853831.857660688,2344834175.536916,75.36158742494106,,run_20260408_190010,random_seed44,random,44,36,random,2.9603450298309326,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,2,4x4,2,80,2048,0,1,0,0,0,12024178.947289012,1693195.326723247,1004185616.1338401,9.127847919206628,,run_20260408_190010,random_seed44,random,44,37,random,2.4083609580993652,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,7,3,2x2,2,80,1024,0,1,0,0,0,3688343.5678964313,1359668.67730058,1200819495.8149135,134.33515127750815,,run_20260408_190010,random_seed44,random,44,38,random,3.2041258811950684,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,8,2,4x4,0,40,2048,0,1,0,0,0,11801864.514921673,2686115.3054760257,1152769715.4036033,27.529939736344616,,run_20260408_190010,random_seed44,random,44,39,random,3.139495849609375,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,7,4,8x8,0,80,1024,0,1,0,0,0,38076636.87044523,14010691.921595788,1624323961.586589,155.26274515759715,,run_20260408_190010,random_seed44,random,44,40,random,3.876276969909668,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,2,2x2,3,40,2048,0,1,0,0,0,4961910.986937417,1329213.4080361456,1005073921.4925513,59.44778808678249,,run_20260408_190010,random_seed44,random,44,41,random,2.2025210857391357,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,4,2x2,0,10,1024,0,1,0,0,0,8550605.606958969,2159155.28117978,1390522565.5109138,224.07489527750815,,run_20260408_190010,random_seed44,random,44,42,random,2.7105369567871094,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,4,4,4x4,1,40,2048,0,1,0,0,0,16174122.325560857,2856008.628690927,1077831188.22984,66.08759987120662,,run_20260408_190010,random_seed44,random,44,43,random,2.3038830757141113,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,7,4,2x2,1,40,1024,0,1,0,0,0,4466286.527476937,1373467.2521997802,1200928965.5109136,136.82241527750816,,run_20260408_190010,random_seed44,random,44,44,random,3.406198024749756,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,7,4,2x2,0,80,512,0,1,0,0,0,3981011.355787073,1373467.2521997802,1200928965.5109136,136.82241527750816,,run_20260408_190010,random_seed44,random,44,45,random,2.414382219314575,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,7,4,4x4,3,20,512,0,1,0,0,0,16450722.158763757,2305871.6484396267,1067673108.2298399,41.83287987120663,,run_20260408_190010,random_seed44,random,44,46,random,2.6159720420837402,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,3,2x2,1,20,1024,0,1,0,0,0,4577262.083902259,431721.2155879321,832873846.2285514,8.600673318782485,,run_20260408_190010,random_seed44,random,44,47,random,2.0621182918548584,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,4,3,4x4,2,20,2048,0,1,0,0,0,16851572.72556066,2837962.093420527,1077746876.16584,64.44947507120662,,run_20260408_190010,random_seed44,random,44,48,random,2.5090601444244385,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,7,4,4x4,2,80,512,0,1,0,0,0,14317530.95876382,2305871.6484396267,1067673108.2298399,41.83287987120663,,run_20260408_190010,random_seed44,random,44,49,random,2.070345878601074,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,4,8x8,1,20,512,0,1,0,0,0,28893423.105638716,6511346.114991731,2345078952.496916,78.10182102494106,,run_20260408_190010,random_seed44,random,44,50,random,3.336890935897827,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,4,2,4x4,0,10,512,0,1,0,0,0,18219724.802030817,5740412.947882585,1253562035.4036033,225.52706636034463,,run_20260408_190010,random_seed44,random,44,51,random,3.855314254760742,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,1,2x2,1,10,2048,0,1,0,0,0,8324184.003493859,4448843.521209404,1390330993.5429137,219.72218327750815,,run_20260408_190010,random_seed44,random,44,52,random,3.170718193054199,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,4,3,4x4,1,20,512,0,1,0,0,0,16816516.315013733,2837962.093420527,1077746876.16584,64.44947507120662,,run_20260408_190010,random_seed44,random,44,53,random,2.3664278984069824,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,1,4x4,0,40,1024,0,1,0,0,0,15738016.381937448,7362470.008665147,1439798738.1236033,224.8973879603446,,run_20260408_190010,random_seed44,random,44,54,random,3.6706299781799316,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,1,8x8,1,40,512,0,1,0,0,0,42458912.914852716,19111511.34162109,1887839826.6745892,246.8972587575972,,run_20260408_190010,random_seed44,random,44,55,random,4.030402898788452,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,8,2,2x2,1,80,1024,0,1,0,0,0,3394446.9293064657,708737.872341068,1118497624.9669137,24.27973050950817,,run_20260408_190010,random_seed44,random,44,56,random,2.666654109954834,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,2,4x4,0,80,1024,0,1,0,0,0,12018174.146117168,1693195.326723247,1004185616.1338401,9.127847919206628,,run_20260408_190010,random_seed44,random,44,57,random,2.2936460971832275,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,3,2x2,2,80,512,0,1,0,0,0,4507475.48298269,1035970.5633224761,1005108598.2285513,60.20395128678248,,run_20260408_190010,random_seed44,random,44,58,random,2.125396966934204,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,8,4,8x8,2,80,1024,0,1,0,0,0,32217467.69466407,11148534.397241248,1509865337.586589,35.008845925597164,,run_20260408_190010,random_seed44,random,44,59,random,3.411807060241699,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,1,2x2,2,80,512,0,1,0,0,0,4763143.341135587,1920521.5611562848,1005056583.1245512,59.06970648678248,,run_20260408_190010,random_seed44,random,44,60,random,1.9932198524475098,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,4,2,2x2,3,40,512,0,1,0,0,0,4964870.302367104,1329213.4080361456,893314561.4925516,59.44778808678249,,run_20260408_190010,random_seed44,random,44,61,random,2.3735811710357666,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,3,4x4,2,40,1024,0,1,0,0,0,16187301.92204522,2837962.093420527,1213611196.1658404,64.44947507120662,,run_20260408_190010,random_seed44,random,44,62,random,2.144650936126709,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,2,4x4,3,20,512,0,1,0,0,0,18080216.934398234,3173273.222977087,1213569040.13384,63.63041267120662,,run_20260408_190010,random_seed44,random,44,63,random,2.3671538829803467,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,3,4x4,1,40,512,0,1,0,0,0,16173763.515013982,2837962.093420527,1213611196.1658404,64.44947507120662,,run_20260408_190010,random_seed44,random,44,64,random,2.526092052459717,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,1,4x4,3,20,1024,0,1,0,0,0,18243713.380198225,3849696.154141408,1213547962.1178398,63.220881471206624,,run_20260408_190010,random_seed44,random,44,65,random,2.5271639823913574,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,2,8x8,1,10,512,0,1,0,0,0,22547291.33908568,4430544.468251009,1939575935.5369165,10.872590416941065,,run_20260408_190010,random_seed44,random,44,66,random,3.026064872741699,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,4,2x2,1,20,1024,0,1,0,0,0,4584426.083902258,446724.43596553215,832943199.7005515,10.112999718782488,,run_20260408_190010,random_seed44,random,44,67,random,2.3696959018707275,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,2,4x4,1,40,2048,0,1,0,0,0,12338535.34728909,1693195.326723247,1004185616.1338401,9.127847919206628,,run_20260408_190010,random_seed44,random,44,68,random,2.3778791427612305,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,6,1,8x8,2,20,512,0,1,0,0,0,29141902.96379213,7578538.385046603,2344793379.3769155,74.90488182494107,,run_20260408_190010,random_seed44,random,44,69,random,3.2102389335632324,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,2,8x8,0,10,2048,0,1,0,0,0,43430972.923334375,17253071.6397539,1887877903.090589,247.58197395759717,,run_20260408_190010,random_seed44,random,44,70,random,3.407303810119629,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,4,3,4x4,2,80,1024,0,1,0,0,0,15854854.32204501,2837962.093420527,1077746876.16584,64.44947507120662,,run_20260408_190010,random_seed44,random,44,71,random,2.049936294555664,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,7,1,4x4,0,20,512,0,1,0,0,0,15494368.016917197,2712279.8266901076,1067525562.1178398,38.966161471206625,,run_20260408_190010,random_seed44,random,44,72,random,2.3455281257629395,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,8,1,8x8,0,20,2048,0,1,0,0,0,22202448.084886048,4436627.3449631315,1939535139.3769164,10.415884816941066,,run_20260408_190010,random_seed44,random,44,73,random,2.7630670070648193,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,8,2,4x4,1,10,1024,0,1,0,0,0,14259745.880882509,2686115.3054760257,1152769715.4036033,27.529939736344616,,run_20260408_190010,random_seed44,random,44,74,random,2.715547800064087,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
512x512,7,4,4x4,2,40,2048,0,1,0,0,0,14644970.486498345,2305871.6484396267,1067673108.2298399,41.83287987120663,,run_20260408_190010,random_seed44,random,44,75,random,2.208012104034424,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
256x256,6,4,2x2,0,20,2048,0,1,0,0,0,6156473.0434823865,2159155.28117978,1390522565.5109138,224.07489527750815,,run_20260408_190010,random_seed44,random,44,76,random,2.855128049850464,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,cpu,3a30f9cf7748
